GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,step,mean_agent_density,mean_s_step,env_volume,comm_radius_as_percentage_env_width
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,4.000000,193,1.000000,0.002076,64000.000000,10.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,4.000000,194,1.000000,0.002084,64000.000000,10.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,4.000000,195,1.000000,0.002099,64000.000000,10.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,4.000000,196,1.000000,0.002098,64000.000000,10.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,4.000000,197,1.000000,0.002107,64000.000000,10.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,4.000000,198,1.000000,0.002112,64000.000000,10.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,4.000000,199,1.000000,0.002111,64000.000000,10.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,0,1.000000,0.005488,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,1,1.000000,0.005086,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,2,1.000000,0.005095,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,3,1.000000,0.005091,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,4,1.000000,0.005102,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,5,1.000000,0.005092,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,6,1.000000,0.005099,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,7,1.000000,0.005092,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,8,1.000000,0.005100,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,9,1.000000,0.005086,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,10,1.000000,0.005112,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,11,1.000000,0.005091,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,12,1.000000,0.005099,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,13,1.000000,0.005101,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,14,1.000000,0.005106,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,15,1.000000,0.005098,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,16,1.000000,0.005100,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,17,1.000000,0.005092,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,18,1.000000,0.005105,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,19,1.000000,0.005094,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,20,1.000000,0.005167,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,21,1.000000,0.005140,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,22,1.000000,0.005153,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,23,1.000000,0.005145,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,24,1.000000,0.005154,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,25,1.000000,0.005158,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,26,1.000000,0.005142,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,27,1.000000,0.005144,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,28,1.000000,0.005153,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,29,1.000000,0.005145,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,30,1.000000,0.005175,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,31,1.000000,0.005155,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,32,1.000000,0.005167,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,33,1.000000,0.005164,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,34,1.000000,0.005176,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,35,1.000000,0.005168,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,36,1.000000,0.005173,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,37,1.000000,0.005166,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,38,1.000000,0.005172,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,39,1.000000,0.005163,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,40,1.000000,0.005182,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,41,1.000000,0.005161,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,42,1.000000,0.005170,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,43,1.000000,0.005165,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,44,1.000000,0.005170,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,45,1.000000,0.005168,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,46,1.000000,0.005178,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,47,1.000000,0.005165,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,48,1.000000,0.005174,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,49,1.000000,0.005171,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,50,1.000000,0.005183,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,51,1.000000,0.005166,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,52,1.000000,0.005171,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,53,1.000000,0.005164,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,54,1.000000,0.005171,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,55,1.000000,0.005180,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,56,1.000000,0.005178,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,57,1.000000,0.005177,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,58,1.000000,0.005176,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,59,1.000000,0.005176,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,60,1.000000,0.005197,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,61,1.000000,0.005175,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,62,1.000000,0.005180,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,63,1.000000,0.005174,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,64,1.000000,0.005187,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,65,1.000000,0.005193,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,66,1.000000,0.005193,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,67,1.000000,0.005182,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,68,1.000000,0.005181,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,69,1.000000,0.005175,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,70,1.000000,0.005200,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,71,1.000000,0.005190,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,72,1.000000,0.005191,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,73,1.000000,0.005182,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,74,1.000000,0.005189,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,75,1.000000,0.005187,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,76,1.000000,0.005192,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,77,1.000000,0.005189,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,78,1.000000,0.005198,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,79,1.000000,0.005190,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,80,1.000000,0.005213,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,81,1.000000,0.005185,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,82,1.000000,0.005195,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,83,1.000000,0.005191,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,84,1.000000,0.005206,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,85,1.000000,0.005205,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,86,1.000000,0.005200,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,87,1.000000,0.005197,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,88,1.000000,0.005209,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,89,1.000000,0.005208,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,90,1.000000,0.005215,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,91,1.000000,0.005200,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,92,1.000000,0.005172,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,93,1.000000,0.005171,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,94,1.000000,0.005172,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,95,1.000000,0.005177,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,96,1.000000,0.005178,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,97,1.000000,0.005169,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,98,1.000000,0.005177,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,99,1.000000,0.005182,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,100,1.000000,0.005205,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,101,1.000000,0.005177,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,102,1.000000,0.005179,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,103,1.000000,0.005174,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,104,1.000000,0.005181,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,105,1.000000,0.005176,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,106,1.000000,0.005180,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,107,1.000000,0.005171,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,108,1.000000,0.005185,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,109,1.000000,0.005170,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,110,1.000000,0.005184,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,111,1.000000,0.005168,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,112,1.000000,0.005176,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,113,1.000000,0.005182,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,114,1.000000,0.005174,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,115,1.000000,0.005176,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,116,1.000000,0.005172,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,117,1.000000,0.005167,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,118,1.000000,0.005171,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,119,1.000000,0.005170,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,120,1.000000,0.005190,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,121,1.000000,0.005167,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,122,1.000000,0.005178,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,123,1.000000,0.005172,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,124,1.000000,0.005170,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,125,1.000000,0.005177,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,126,1.000000,0.005170,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,127,1.000000,0.005173,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,128,1.000000,0.005181,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,129,1.000000,0.005179,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,130,1.000000,0.005200,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,131,1.000000,0.005187,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,132,1.000000,0.005184,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,133,1.000000,0.005174,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,134,1.000000,0.005179,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,135,1.000000,0.005183,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,136,1.000000,0.005191,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,137,1.000000,0.005183,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,138,1.000000,0.005189,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,139,1.000000,0.005194,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,140,1.000000,0.005205,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,141,1.000000,0.005188,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,142,1.000000,0.005184,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,143,1.000000,0.005187,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,144,1.000000,0.005190,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,145,1.000000,0.005190,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,146,1.000000,0.005188,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,147,1.000000,0.005176,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,148,1.000000,0.005178,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,149,1.000000,0.005177,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,150,1.000000,0.005205,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,151,1.000000,0.005177,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,152,1.000000,0.005196,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,153,1.000000,0.005178,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,154,1.000000,0.005195,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,155,1.000000,0.005191,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,156,1.000000,0.005180,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,157,1.000000,0.005188,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,158,1.000000,0.005189,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,159,1.000000,0.005182,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,160,1.000000,0.005217,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,161,1.000000,0.005188,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,162,1.000000,0.005191,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,163,1.000000,0.005189,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,164,1.000000,0.005207,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,165,1.000000,0.005199,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,166,1.000000,0.005208,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,167,1.000000,0.005200,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,168,1.000000,0.005206,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,169,1.000000,0.005196,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,170,1.000000,0.005211,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,171,1.000000,0.005197,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,172,1.000000,0.005206,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,173,1.000000,0.005201,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,174,1.000000,0.005215,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,175,1.000000,0.005206,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,176,1.000000,0.005218,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,177,1.000000,0.005200,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,178,1.000000,0.005205,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,179,1.000000,0.005207,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,180,1.000000,0.005239,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,181,1.000000,0.005221,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,182,1.000000,0.005207,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,183,1.000000,0.005211,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,184,1.000000,0.005218,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,185,1.000000,0.005219,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,186,1.000000,0.005211,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,187,1.000000,0.005216,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,188,1.000000,0.005224,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,189,1.000000,0.005211,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,190,1.000000,0.005233,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,191,1.000000,0.005218,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,192,1.000000,0.005235,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,6.000000,193,1.000000,0.005228,64000.000000,15.000000
