GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,repeat,agent_density,step,s_step
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,3,0.049
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,4,0.049
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,5,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,6,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,7,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,8,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,9,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,10,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,11,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,12,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,13,0.049
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,14,0.049
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,15,0.049
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,16,0.049
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,17,0.049
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,18,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,19,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,20,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,21,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,22,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,23,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,24,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,25,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,26,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,27,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,28,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,29,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,30,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,31,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,32,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,33,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,34,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,35,0.050
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,36,0.050
